claim_id,time_to_close,claim_amount,amount_paid,location,individuals_on_claim,linked_cases,cause
0768,175,R$ 11138.37,10730.29,FORTALEZA,4,FALSE,meat
0769,162,R$ 25937.29,21086.13,RECIFE,6,NA,unknown
0770,173,R$ 49153.05,43575.12,RECIFE,12,FALSE,unknown
0771,190,R$ 56375.24,41502.59,FORTALEZA,12,FALSE,unknown
0772,141,R$ 12972.41,11505.31,NATAL,5,FALSE,meat
0773,185,R$ 41789.17,32303.04,SAO LUIS,13,TRUE,meat
0774,129,R$ 8202.7,5501.65,RECIFE,2,FALSE,meat
0775,117,R$ 6670.85,4577.43,SAO LUIS,2,FALSE,meat
0776,166,R$ 6989.14,5817.49,FORTALEZA,2,TRUE,meat
0777,192,R$ 42666.4,34801.16,SAO LUIS,14,TRUE,meat
0778,255,R$ 41785.26,33019.68,FORTALEZA,9,FALSE,unknown
0779,161,R$ 42083.68,36122.57,RECIFE,10,FALSE,unknown
0780,177,R$ 30583.09,22790.84,SAO LUIS,9,FALSE,meat
0781,227,R$ 11544.41,8886.91,RECIFE,4,FALSE,meat
0782,157,R$ 16901.06,14111.87,SAO LUIS,9,FALSE,vegetable
0783,406,R$ 36838.55,25227.97,FORTALEZA,10,FALSE,meat
0784,105,R$ 6836.92,5820.43,FORTALEZA,2,FALSE,meat
0785,193,R$ 28156.98,26050.73,SAO LUIS,10,FALSE,meat
0786,179,R$ 34088.57,26430.19,SAO LUIS,8,TRUE,unknown
0787,198,R$ 28207.52,25784.55,SAO LUIS,7,FALSE,unknown
0788,227,R$ 45854.56,37864.32,NATAL,11,FALSE,unknown
0789,156,R$ 16296.75,11956.4,FORTALEZA,5,FALSE,meat
0790,178,R$ 8868.58,8018.34,SAO LUIS,3,FALSE,meat
0791,181,R$ 15764.29,13336.77,NATAL,5,TRUE,meat
0792,263,R$ 55858.32,49542.75,SAO LUIS,14,FALSE,unknown
0793,215,R$ 42399.8,31199.12,RECIFE,9,FALSE,unknown
0794,175,R$ 9914.14,8754.56,RECIFE,3,TRUE,unknown
0795,117,R$ 6835.43,6429.56,SAO LUIS,2,FALSE,unknown
0796,205,R$ 34859.11,26821.15,NATAL,11,FALSE,meat
0797,185,R$ 19696.81,13472.81,SAO LUIS,4,FALSE,unknown
0798,197,R$ 43013.08,35226.64,FORTALEZA,14,FALSE,meat
0799,190,R$ 22118.75,17401.67,RECIFE,5,FALSE,unknown
0800,113,R$ 5580.74,4387.43,FORTALEZA,2,FALSE,meat
0801,203,R$ 19070.17,16239.4,NATAL,5,FALSE,unknown
0802,238,R$ 32754.84,28702.8,RECIFE,11,FALSE,meat
0803,195,R$ 63569.32,50082.71,FORTALEZA,14,TRUE,unknown
0804,350,R$ 73778.75,49571.61,SAO LUIS,14,FALSE,unknown
0805,181,R$ 32312.5,22388.84,RECIFE,15,TRUE,vegetable
0806,176,R$ 13760.38,9467.51,RECIFE,4,FALSE,meat
0807,243,R$ 57086.48,46240.52,SAO LUIS,13,FALSE,unknown
0808,136,R$ 16943.21,12075.9,RECIFE,5,FALSE,meat
0809,178,R$ 14464.59,13004.29,RECIFE,9,TRUE,vegetable
0810,130,R$ 6541.15,6202.94,SAO LUIS,4,FALSE,vegetable
0811,142,R$ 6535.3,5167.52,SAO LUIS,1,FALSE,unknown
0812,180,R$ 14140.16,13015.51,RECIFE,9,TRUE,vegetable
0813,164,R$ 5024.36,3990.39,SAO LUIS,3,TRUE,vegetable
0814,200,R$ 48007.35,39985.34,FORTALEZA,11,FALSE,unknown
0815,102,R$ 6949.35,6110.47,NATAL,4,FALSE,vegetable
0816,116,R$ 19715.6,15738.34,RECIFE,4,FALSE,unknown
0817,160,R$ 6305.31,6267.57,RECIFE,3,FALSE,meat
0818,226,R$ 29197.35,22468.75,RECIFE,6,FALSE,unknown
0819,194,R$ 44572.57,35646.88,RECIFE,10,FALSE,unknown
0820,176,R$ 13446.12,10772,RECIFE,4,TRUE,meat
0821,193,R$ 39239.27,34895.62,FORTALEZA,10,FALSE,unknown
0822,166,R$ 19786.72,14472.52,RECIFE,6,FALSE,meat
0823,221,R$ 26397.21,17718.1,NATAL,7,FALSE,meat
0824,100,R$ 4651.89,4371.06,RECIFE,3,FALSE,vegetable
0825,135,R$ 15685.01,14027.9,FORTALEZA,6,FALSE,meat
0826,168,R$ 16103.49,14953.78,NATAL,10,TRUE,VEGETABLES
0827,518,R$ 72239.25,48493.8,SAO LUIS,14,FALSE,unknown
0828,111,R$ 10966.21,9076.06,NATAL,4,FALSE,meat
0829,246,R$ 72038.1,50258.91,NATAL,14,FALSE,unknown
0830,184,R$ 38979.78,27706.51,SAO LUIS,11,NA,meat
0831,182,R$ 15858.49,13162.31,SAO LUIS,4,TRUE,unknown
0832,190,R$ 63515.44,46235.71,FORTALEZA,13,TRUE,unknown
0833,185,R$ 46143.32,38612.46,SAO LUIS,11,FALSE,unknown
0834,197,R$ 28553.33,20947.96,RECIFE,8,FALSE,meat
0835,183,R$ 22794.45,22245.64,FORTALEZA,9,TRUE,meat
0836,187,R$ 40004.88,31742.56,FORTALEZA,9,FALSE,unknown
0837,147,R$ 7825.2,7676.48,NATAL,2,FALSE,unknown
0838,173,R$ 11428.57,9911.61,SAO LUIS,7,TRUE,vegetable
0839,145,R$ 15726.76,11274.1,NATAL,5,FALSE,meat
0840,93,R$ 10745.38,8557.07,SAO LUIS,2,FALSE,unknown
0841,229,R$ 31087.41,25302.26,FORTALEZA,7,FALSE,unknown
0842,141,R$ 14038.28,12664.61,NATAL,4,FALSE,unknown
0843,186,R$ 16223.33,13616.75,FORTALEZA,5,FALSE,meat
0844,168,R$ 13620.46,10067.43,NATAL,7,TRUE,vegetable
0845,90,R$ 5794.72,5605.99,RECIFE,2,FALSE,meat
0846,189,R$ 58008.36,47353.8,RECIFE,14,TRUE,unknown
0847,181,R$ 38580.94,34488.75,RECIFE,14,TRUE,meat
0848,173,R$ 22974.73,19248.14,RECIFE,13,TRUE,vegetable
0849,195,R$ 16207.09,15208.42,FORTALEZA,6,FALSE,meat
0850,179,R$ 33053.83,29558.69,SAO LUIS,8,FALSE,unknown
0851,117,R$ 4723.39,3332.17,RECIFE,2,FALSE,vegetable
0852,129,R$ 24358.99,18269.72,RECIFE,7,FALSE,meat
0853,178,R$ 31546.03,23088.71,SAO LUIS,7,FALSE,unknown
0854,126,R$ 8868.38,8407,NATAL,3,FALSE,meat
0855,190,R$ 29395.19,20433.16,NATAL,6,FALSE,unknown
0856,123,R$ 25575.9,NA,SAO LUIS,7,FALSE,unknown
0857,150,R$ 9850.57,6716.53,SAO LUIS,2,FALSE,unknown
0858,176,R$ 22399.33,18836.2,RECIFE,8,TRUE,meat
0859,106,R$ 3880.4,2990.06,FORTALEZA,2,FALSE,vegetable
0860,191,R$ 33956.63,29073.06,RECIFE,8,NA,unknown
0861,165,R$ 33303.97,24045.59,FORTALEZA,10,FALSE,meat
0862,264,R$ 40450.87,28544.14,RECIFE,11,FALSE,meat
0863,178,R$ 22846.5,22446.33,NATAL,9,FALSE,meat
0864,300,R$ 69935.33,47669.7,RECIFE,14,FALSE,unknown
0865,165,R$ 8339.68,6044.79,RECIFE,2,TRUE,meat
0866,281,R$ 35890.36,28386.73,SAO LUIS,8,FALSE,unknown
0867,150,R$ 11360.68,8867.53,RECIFE,6,FALSE,vegetable
0868,229,R$ 27886.05,NA,RECIFE,5,FALSE,unknown
0869,180,R$ 39639.4,38992.48,RECIFE,11,TRUE,unknown
0870,199,R$ 20318.56,18399.56,NATAL,7,FALSE,meat
0871,146,R$ 9519.07,9329.79,RECIFE,4,FALSE,meat
0872,183,R$ 44371.89,43695.87,SAO LUIS,12,TRUE,unknown
0873,191,R$ 34308.36,25320.41,RECIFE,10,FALSE,meat
0874,180,R$ 30564.46,21718.28,FORTALEZA,9,TRUE,meat
0875,183,R$ 11492.01,11106.74,RECIFE,3,FALSE,unknown
0876,244,R$ 39232.22,36336.75,RECIFE,15,FALSE,meat
0877,155,R$ 36794.56,34870.94,SAO LUIS,14,FALSE,meat
0878,203,R$ 11170.39,10823.59,FORTALEZA,7,FALSE,vegetable
0879,175,R$ 27786.5,22845.51,RECIFE,7,FALSE,unknown
0880,189,R$ 33131.19,27919.13,FORTALEZA,8,FALSE,unknown
0881,171,R$ 36131.27,29070.16,RECIFE,12,FALSE,meat
0882,176,R$ 31356.89,27903.78,RECIFE,11,FALSE,meat
0883,143,R$ 8808.87,7000.43,RECIFE,3,FALSE,meat
0884,125,R$ 7451.03,5626.81,RECIFE,2,FALSE,meat
0885,119,R$ 2146.99,2011.18,SAO LUIS,1,FALSE,vegetable
0886,127,R$ 7259.12,6603.28,NATAL,3,FALSE,meat
0887,182,R$ 11640.11,8770.35,NATAL,4,TRUE,meat
0888,152,R$ 17570.59,15491.7,NATAL,6,FALSE,meat
0889,116,R$ 11050.28,8144.19,RECIFE,3,FALSE,meat
0890,162,R$ 17751.36,12790.69,RECIFE,5,FALSE,meat
0891,259,R$ 38027.98,37758.1,SAO LUIS,11,FALSE,unknown
0892,143,R$ 13163.23,8900.51,FORTALEZA,3,FALSE,unknown
0893,164,R$ 25265.92,20304.55,RECIFE,14,FALSE,vegetable
0894,186,R$ 50402.89,40817.24,RECIFE,12,TRUE,unknown
0895,185,R$ 46611.1,35667.29,RECIFE,10,FALSE,unknown
0896,271,R$ 38492.32,29588.48,FORTALEZA,12,FALSE,meat
0897,237,R$ 36274.25,31010.29,NATAL,12,FALSE,meat
0898,166,R$ 15216.36,13718.91,SAO LUIS,5,FALSE,meat
0899,249,R$ 47506.41,32178.01,FORTALEZA,13,FALSE,meat
0900,185,R$ 43289.15,31415.5,RECIFE,13,TRUE,meat
0901,188,R$ 43352.17,35119.29,SAO LUIS,14,FALSE,meat
0902,165,R$ 11247.65,8783.07,SAO LUIS,6,TRUE,vegetable
0903,181,R$ 27852.15,20516.91,RECIFE,6,TRUE,unknown
0904,299,R$ 32801.05,22761.22,SAO LUIS,9,FALSE,meat
0905,127,R$ 6421.11,5155.94,SAO LUIS,2,FALSE,meat
0906,165,R$ 26693.8,25803.45,SAO LUIS,7,FALSE,unknown
0907,191,R$ 51684.59,45987.16,FORTALEZA,13,TRUE,unknown
0908,193,R$ 53697.24,49849.17,RECIFE,14,TRUE,unknown
0909,290,R$ 69685.66,48303.53,RECIFE,14,FALSE,unknown
0910,158,R$ 13663.83,9718.02,NATAL,4,FALSE,meat
0911,180,R$ 9430.03,8302.38,FORTALEZA,3,TRUE,meat
0912,204,R$ 22900.68,16741.49,SAO LUIS,7,FALSE,meat
0913,143,R$ 26197.74,22015.76,RECIFE,6,FALSE,unknown
0914,234,R$ 38909.51,27838.82,RECIFE,11,FALSE,meat
0915,228,R$ 52043.99,36785.34,SAO LUIS,11,FALSE,unknown
0916,185,R$ 35251.83,25243.89,RECIFE,10,TRUE,meat
0917,306,R$ 41496.46,37342.29,RECIFE,15,FALSE,meat
0918,268,R$ 50563.22,36577.3,RECIFE,10,FALSE,unknown
0919,250,R$ 44512.2,30966.88,RECIFE,12,FALSE,meat
0920,176,R$ 10211.68,9210.47,SAO LUIS,4,NA,meat
0921,318,R$ 53742.41,49632.63,RECIFE,14,NA,unknown
0922,225,R$ 29691.11,19923.89,SAO LUIS,6,FALSE,unknown
0923,167,R$ 28690.9,20157.52,FORTALEZA,13,FALSE,vegetable
0924,154,R$ 8192.59,7880.92,RECIFE,2,FALSE,unknown
0925,182,R$ 23024.79,17645.64,NATAL,12,TRUE,vegetable
0926,246,R$ 36017.46,30711.44,NATAL,9,FALSE,unknown
0927,232,R$ 24943.51,24007.42,NATAL,10,FALSE,meat
0928,142,R$ 14089.05,9649.21,RECIFE,4,FALSE,meat
0929,227,R$ 18463.02,15507.55,RECIFE,4,FALSE,unknown
0930,187,R$ 16029.96,13077.24,RECIFE,5,FALSE,meat
0931,177,R$ 24906.03,18876.23,RECIFE,5,FALSE,unknown
0932,210,R$ 38898.08,36013.69,RECIFE,14,FALSE,meat
0933,170,R$ 7541.74,5950.34,SAO LUIS,2,TRUE,meat
0934,164,R$ 8873.45,8357.04,RECIFE,6,TRUE,vegetable
0935,170,R$ 21587.37,14620.69,RECIFE,10,TRUE,vegetable
0936,113,R$ 22819.99,18169.29,RECIFE,7,FALSE,meat
0937,151,R$ 7682.69,6392.09,RECIFE,3,FALSE,meat
0938,225,R$ 36097.08,29091.71,NATAL,12,FALSE,meat
0939,174,R$ 22305.34,19211.57,RECIFE,8,TRUE,meat
0940,199,R$ 55716.24,43493.34,RECIFE,12,TRUE,unknown
0941,148,R$ 11663.24,7860.24,RECIFE,5,FALSE,vegetable
0942,263,R$ 33243.22,23248.3,NATAL,7,FALSE,unknown
0943,169,R$ 6848.97,6761.6,NATAL,5,TRUE,vegetable
0944,152,R$ 27657.76,18783.66,FORTALEZA,8,FALSE,meat
0945,122,R$ 28698.29,22929.34,RECIFE,7,FALSE,unknown
0946,156,R$ 10175.96,8649.46,FORTALEZA,3,FALSE,meat
0947,173,R$ 16594.66,11066.05,RECIFE,4,TRUE,meat
0948,96,R$ 10832.29,7692.22,NATAL,3,FALSE,meat
0949,241,R$ 42366.85,37092.25,RECIFE,15,FALSE,meat
0950,176,R$ 11644.5,11106.39,NATAL,4,TRUE,meat
0951,173,R$ 42938.41,31426.64,NATAL,13,FALSE,meat
0952,206,R$ 14527.29,12641.96,RECIFE,4,FALSE,unknown
0953,113,R$ 8284.82,7211.7,SAO LUIS,3,FALSE,meat
0954,163,R$ 5560.9,4547.72,RECIFE,3,TRUE,vegetable
0955,222,R$ 36059.36,29208.22,FORTALEZA,8,FALSE,unknown
0956,172,R$ 12355.87,8678.11,FORTALEZA,2,TRUE,unknown
0957,134,R$ 13857.57,NA,SAO LUIS,6,FALSE,vegetable
0958,242,R$ 48128.99,38909.73,SAO LUIS,11,FALSE,unknown
0959,164,R$ 31048.44,28807.85,RECIFE,12,FALSE,meat
0960,172,R$ 21881.2,18986.24,RECIFE,8,FALSE,meat
0961,196,R$ 70438.32,47109.41,RECIFE,13,TRUE,unknown
0962,97,R$ 7483.99,5588.77,RECIFE,2,FALSE,meat
0963,146,R$ 13508.3,9422.31,FORTALEZA,3,FALSE,unknown
0964,187,R$ 28628.04,20069.69,RECIFE,8,FALSE,meat
0965,165,R$ 28177.06,20042.43,NATAL,6,FALSE,unknown
0966,233,R$ 52704.75,51933.38,FORTALEZA,15,FALSE,unknown
0967,141,R$ 5518.63,5146.62,RECIFE,3,FALSE,vegetable
0968,200,R$ 51635.22,37252.47,FORTALEZA,15,TRUE,meat
0969,195,R$ 51743.13,34989.35,RECIFE,14,TRUE,meat
0970,170,R$ 8920.66,7068.73,RECIFE,2,TRUE,unknown
0971,172,R$ 11195.53,7822.06,RECIFE,5,TRUE,vegetable
0972,184,R$ 25382.2,18493.37,RECIFE,7,FALSE, Meat
0973,136,R$ 14672.76,10163.47,FORTALEZA,7,FALSE,vegetable
0974,191,R$ 55944.51,40407.71,FORTALEZA,12,TRUE,unknown
0975,132,R$ 8730.48,7105.79,RECIFE,3,FALSE,meat
0976,139,R$ 11525.11,8604.61,RECIFE,2,FALSE,unknown
0977,167,R$ 18574.05,15710.52,SAO LUIS,6,TRUE,meat
0978,133,R$ 29440.76,21057.86,RECIFE,8,FALSE,meat
0979,150,R$ 22091.38,15924.48,RECIFE,6,FALSE,meat
0980,118,R$ 7927.65,7313.41,RECIFE,3,FALSE,meat
0981,191,R$ 37006.23,26141.37,SAO LUIS,7,FALSE,unknown
0982,242,R$ 21493.62,17806.57,SAO LUIS,12,FALSE,vegetable
0983,171,R$ 18148.28,16331.83,RECIFE,5,TRUE,unknown
0984,180,R$ 33687.12,24067.12,FORTALEZA,7,TRUE,unknown
0985,230,R$ 27686.54,26079.19,RECIFE,7,FALSE,unknown
0986,216,R$ 38500.49,36722.69,NATAL,15,FALSE,meat
0987,184,R$ 16101.96,15408.98,RECIFE,10,TRUE,vegetable
0988,205,R$ 30607.04,29518.84,RECIFE,12,FALSE,meat
0989,168,R$ 12920.51,9787.3,SAO LUIS,4,FALSE,meat
0990,166,R$ 14565.97,NA,RECIFE,8,FALSE,vegetable
0991,174,R$ 11858.28,8351.82,RECIFE,6,TRUE,vegetable
0992,179,R$ 9921.05,8627.94,SAO LUIS,3,FALSE,meat
0993,180,R$ 37538.83,28798.11,SAO LUIS,12,TRUE,meat
0994,237,R$ 23482.23,17714.19,RECIFE,7,FALSE,meat
0995,181,R$ 8743.19,5909.69,RECIFE,2,TRUE,unknown
0996,186,R$ 42183.87,28235.08,FORTALEZA,8,FALSE,unknown
0997,176,R$ 24800.01,18738.37,NATAL,7,FALSE,meat
0998,326,R$ 28746.13,20384.13,SAO LUIS,6,FALSE,unknown
0999,123,R$ 5250.73,4471.68,RECIFE,2,FALSE, Meat
1000,180,R$ 35948.5,30014.7,RECIFE,9,TRUE,unknown
1001,144,R$ 10921.58,8558.17,RECIFE,6,FALSE,vegetable
1002,178,R$ 24618.77,18540.18,RECIFE,7,TRUE,meat
1003,174,R$ 15844.66,13346.16,NATAL,9,TRUE,vegetable
1004,139,R$ 13182.47,11451.6,RECIFE,5,FALSE,meat
1005,173,R$ 18403,12329.38,NATAL,5,FALSE,meat
1006,175,R$ 17692.13,15079.15,RECIFE,10,TRUE,vegetable
1007,224,R$ 46554.3,43972.62,NATAL,13,FALSE,unknown
1008,183,R$ 17146.92,12083.35,FORTALEZA,8,TRUE,vegetable
1009,238,R$ 47155.4,47066.88,FORTALEZA,13,FALSE,unknown
1010,191,R$ 29906.79,25093.39,FORTALEZA,7,FALSE,unknown
1011,280,R$ 52310.62,36322.48,NATAL,15,FALSE,meat
1012,164,R$ 14566.2,13083.44,FORTALEZA,9,TRUE,vegetable
1013,159,R$ 23477.16,16224.36,SAO LUIS,5,FALSE,unknown
1014,253,R$ 36410.19,NA,RECIFE,7,FALSE,unknown
1015,156,R$ 7301.46,NA,FORTALEZA,2,FALSE,unknown
1016,264,R$ 38747.17,29679.14,RECIFE,8,FALSE,unknown
1017,167,R$ 3753.83,3072.31,SAO LUIS,1,TRUE,meat
1018,207,R$ 47454.05,34747.55,RECIFE,14,FALSE,meat
1019,137,R$ 12528.52,11537.62,SAO LUIS,3,FALSE,unknown
1020,235,R$ 33793.33,25700.76,FORTALEZA,10,FALSE,meat
1021,113,R$ 6987.72,4985.12,SAO LUIS,1,FALSE,unknown
1022,92,R$ 6438.94,5953.89,RECIFE,4,FALSE,vegetable
1023,128,R$ 15094.31,14799.96,RECIFE,6,FALSE,meat
1024,182,R$ 14459.27,13121.45,RECIFE,5,FALSE,meat
1025,187,R$ 30080.41,27999.28,RECIFE,8,TRUE,unknown
1026,149,R$ 22489.13,15076.35,RECIFE,4,FALSE,unknown
1027,182,R$ 34685.5,31422.9,SAO LUIS,13,FALSE,meat
1028,119,R$ 6120.27,4491.66,SAO LUIS,2,FALSE,meat
1029,201,R$ 19533.74,18277.57,NATAL,7,FALSE,meat
1030,203,R$ 41111.36,36265.48,RECIFE,10,FALSE,unknown
1031,264,R$ 30083.93,27816.79,RECIFE,11,FALSE,meat
1032,135,R$ 17007.91,NA,RECIFE,3,FALSE,unknown
1033,245,R$ 42172.68,35679.72,FORTALEZA,14,FALSE,meat
1034,260,R$ 71895.55,52326.24,NATAL,15,FALSE,unknown
1035,180,R$ 34666.53,27523.5,RECIFE,11,TRUE,meat
1036,183,R$ 46793.24,39856.36,RECIFE,11,TRUE,unknown
1037,282,R$ 33952.25,27133.55,SAO LUIS,8,FALSE,unknown
1038,153,R$ 23467.54,21301.33,RECIFE,9,FALSE,meat
1039,304,R$ 50065.7,43394.59,SAO LUIS,12,FALSE,unknown
1040,246,R$ 30723.21,27886.09,NATAL,8,FALSE,unknown
1041,212,R$ 64571.67,45558.79,RECIFE,13,FALSE,unknown
1042,132,R$ 9118.8,9017.29,RECIFE,3,FALSE,unknown
1043,197,R$ 17221.22,12533.44,RECIFE,4,FALSE,unknown
1044,206,R$ 37987.7,30241.74,FORTALEZA,12,FALSE,meat
1045,195,R$ 22393.68,19192.15,RECIFE,8,FALSE,meat
1046,157,R$ 34166.09,25028.26,FORTALEZA,10,FALSE,meat
1047,249,R$ 46246.44,41302.44,RECIFE,12,FALSE,unknown
1048,91,R$ 4728.06,4722.76,RECIFE,1,FALSE,unknown
1049,238,R$ 52627.66,35286.96,RECIFE,14,FALSE,meat
1050,206,R$ 24397.37,19406.47,RECIFE,13,FALSE,vegetable
1051,172,R$ 32822.45,22763.02,RECIFE,9,FALSE,meat
1052,157,R$ 4437.69,3069.13,NATAL,2,TRUE,vegetable
1053,174,R$ 27342.05,21210.54,SAO LUIS,6,FALSE,unknown
1054,133,R$ 12563.2,9075.27,NATAL,4,FALSE,meat
1055,254,R$ 34380.36,33594.87,SAO LUIS,13,FALSE,meat
1056,180,R$ 49141.8,33432.91,NATAL,13,FALSE,meat
1057,188,R$ 30435.12,29224.98,RECIFE,8,TRUE,unknown
1058,175,R$ 13458.51,9029.41,RECIFE,6,TRUE,vegetable
1059,98,R$ 4304.84,3193.12,SAO LUIS,1,FALSE,meat
1060,131,R$ 14452.87,11612.33,SAO LUIS,8,FALSE,vegetable
1061,114,R$ 7831.45,7638.58,FORTALEZA,3,FALSE,meat
1062,171,R$ 19038.31,15278.02,RECIFE,4,FALSE,unknown
1063,193,R$ 23918.38,20831.01,RECIFE,8,FALSE,meat
1064,219,R$ 47747.05,34024.52,RECIFE,14,FALSE,meat
1065,112,R$ 5673.35,5552.97,RECIFE,4,FALSE,VEGETABLES
1066,223,R$ 54963.21,48756.73,RECIFE,14,FALSE,unknown
1067,176,R$ 30271.19,29056.16,RECIFE,12,FALSE,meat
1068,163,R$ 16832.98,12190.09,RECIFE,5,FALSE,meat
1069,180,R$ 35706.3,27337.42,FORTALEZA,8,TRUE,unknown
1070,161,R$ 7219.5,5087.76,SAO LUIS,3,FALSE,vegetable
1071,174,R$ 12137.71,11745.41,RECIFE,3,TRUE,unknown
1072,165,R$ 35298.45,35116.15,RECIFE,10,FALSE,unknown
1073,163,R$ 26290.75,22436.19,RECIFE,9,FALSE,meat
1074,238,R$ 40152.56,39288.94,FORTALEZA,11,FALSE,unknown
1075,209,R$ 47963.68,36389.39,SAO LUIS,15,FALSE,meat
1076,191,R$ 41410.37,34870.94,FORTALEZA,14,FALSE,meat
1077,172,R$ 9700.38,8158.13,FORTALEZA,2,TRUE,unknown
1078,125,R$ 3527.07,2558.4,SAO LUIS,1,FALSE,meat
1079,170,R$ 15819.58,11209.73,NATAL,7,TRUE,vegetable
1080,187,R$ 16231.1,14584.98,SAO LUIS,10,FALSE,vegetable
1081,244,R$ 52951.59,43400.74,NATAL,12,FALSE,unknown
1082,275,R$ 47038.27,32544.97,SAO LUIS,9,FALSE,unknown
1083,186,R$ 41250.26,36270.43,FORTALEZA,10,TRUE,unknown
1084,175,R$ 15668.81,13202.01,NATAL,5,FALSE,meat
1085,284,R$ 48611.53,36275.37,RECIFE,10,FALSE,unknown
1086,260,R$ 44241.08,31994.82,NATAL,13,FALSE,meat
1087,135,R$ 8504.75,7522.67,RECIFE,2,FALSE,unknown
1088,173,R$ 14687.08,9886.15,FORTALEZA,7,TRUE,vegetable
1089,178,R$ 27287.13,21656.6,RECIFE,6,TRUE,unknown
1090,300,R$ 29313.81,25810.93,RECIFE,10,FALSE,meat
1091,176,R$ 31172.08,20962.81,RECIFE,14,TRUE,vegetable
1092,102,R$ 4138.69,2939.67,SAO LUIS,1,FALSE,meat
1093,191,R$ 31479.32,23578.76,SAO LUIS,9,FALSE,meat
1094,182,R$ 21768.31,21712.13,SAO LUIS,9,TRUE,meat
1095,216,R$ 48358.34,33433.88,FORTALEZA,13,FALSE,meat
1096,181,R$ 14669.73,13279.38,SAO LUIS,9,TRUE,vegetable
1097,244,R$ 17649.27,15644.86,SAO LUIS,4,FALSE,unknown
1098,210,R$ 23566.65,17207.91,SAO LUIS,7,FALSE,meat
1099,168,R$ 15356.37,14562,SAO LUIS,6,FALSE,meat
1100,129,R$ 18254.03,16686.18,RECIFE,7,FALSE,meat
1101,159,R$ 33614.17,25447.21,SAO LUIS,10,FALSE,meat
1102,186,R$ 55038.62,51941.99,RECIFE,15,TRUE,unknown
1103,204,R$ 52367.11,34980.53,RECIFE,14,FALSE,meat
1104,338,R$ 56989.26,NA,RECIFE,11,FALSE,unknown
1105,212,R$ 39374.89,31048.52,FORTALEZA,12,FALSE, Meat
1106,132,R$ 7587.7,5735.78,RECIFE,2,FALSE,meat
1107,178,R$ 11412.55,11286.2,SAO LUIS,3,FALSE,unknown
1108,158,R$ 7177.31,6238.71,RECIFE,2,FALSE,meat
1109,215,R$ 35305.81,31237.43,RECIFE,12,FALSE,meat
1110,183,R$ 45827,33570.69,SAO LUIS,13,TRUE, Meat
1111,172,R$ 17168.65,16522.85,RECIFE,7,TRUE,meat
1112,180,R$ 36627.72,32264.1,SAO LUIS,9,TRUE,unknown
1113,219,R$ 38134.97,29028.23,FORTALEZA,12,FALSE,meat
1114,154,R$ 10929.5,10153.68,RECIFE,4,FALSE,meat
1115,131,R$ 10446.48,9988.32,NATAL,4,FALSE,meat
1116,130,R$ 17077.2,16508.39,RECIFE,5,FALSE,unknown
1117,169,R$ 32484.27,24081.97,SAO LUIS,7,FALSE,unknown
1118,322,R$ 49559.71,33689.57,NATAL,13,FALSE,meat
1119,147,R$ 29733.89,20694.71,SAO LUIS,6,NA,unknown
1120,201,R$ 41361.04,32773.49,RECIFE,13,FALSE,meat
1121,210,R$ 41297.82,38269.26,RECIFE,11,FALSE,unknown
1122,178,R$ 25418.54,23964.93,RECIFE,10,FALSE,meat
1123,195,R$ 56323.6,44408.64,SAO LUIS,13,FALSE,unknown
1124,190,R$ 25387.4,17218.52,NATAL,7,NA,meat
1125,300,R$ 34295.95,30466.54,SAO LUIS,12,FALSE,meat
1126,168,R$ 11214.95,8372.22,SAO LUIS,3,FALSE,meat
1127,115,R$ 4645.86,3919.68,SAO LUIS,3,FALSE,vegetable
1128,175,R$ 16531.93,15184.4,SAO LUIS,6,FALSE,meat
1129,179,R$ 25768.47,24668.29,NATAL,7,FALSE,unknown
1130,253,R$ 28522.04,21232.92,RECIFE,8,FALSE,meat
1131,155,R$ 9539.65,7366.7,FORTALEZA,2,FALSE,unknown
1132,190,R$ 8776.35,6797.9,RECIFE,3,FALSE,meat
1133,132,R$ 11476,11037.66,NATAL,4,FALSE,meat
1134,203,R$ 36415.18,26003.01,SAO LUIS,10,FALSE,meat
1135,240,R$ 21991.06,21451.61,RECIFE,9,FALSE,meat
1136,224,R$ 38737.14,33215,SAO LUIS,13,FALSE,meat
1137,173,R$ 14219.62,13543.65,SAO LUIS,4,TRUE,unknown
1138,111,R$ 4689.48,3742.25,RECIFE,1,FALSE,meat
1139,161,R$ 14366.06,11443.69,SAO LUIS,5,FALSE,meat
1140,176,R$ 20978.59,14213.3,RECIFE,9,TRUE,vegetable
1141,203,R$ 33716.45,23122.22,NATAL,9,FALSE,meat
1142,177,R$ 32590.66,22173.05,SAO LUIS,6,TRUE,unknown
1143,253,R$ 48687.18,34821.03,FORTALEZA,14,FALSE,meat
1144,300,R$ 69385.68,51119.58,SAO LUIS,15,FALSE,unknown
1145,188,R$ 17213.74,15542.86,RECIFE,4,FALSE,unknown
1146,173,R$ 8338.35,7766.75,SAO LUIS,5,TRUE,vegetable
1147,131,R$ 9161.32,8899.9,RECIFE,4,FALSE, Meat
1148,243,R$ 41475.26,30942.35,RECIFE,12,FALSE,meat
1149,181,R$ 19634.11,17504.11,RECIFE,7,TRUE,meat
1150,170,R$ 34865.11,31099.75,SAO LUIS,12,FALSE,meat
1151,153,R$ 28211.95,24154.78,RECIFE,10,NA,meat
1152,150,R$ 14899.04,11654.65,NATAL,3,FALSE,unknown
